Command: lower spotify volume to 50%, Predicted: unknown, Pre-filtered: unknown, Score: 0.2730, Probabilities: [0.012476451694965363, 0.016366735100746155, 0.015918215736746788, 0.039076752960681915, 0.02024332992732525, 0.02148626185953617, 0.012580228969454765, 0.028977222740650177, 0.0155097721144557, 0.02133217267692089, 0.03168204799294472, 0.014686664566397667, 0.02112596668303013, 0.01521600317209959, 0.27299660444259644, 0.09354417026042938, 0.22639396786689758, 0.020743098109960556, 0.02014993689954281, 0.015679260715842247, 0.022939659655094147, 0.01659812405705452, 0.02427733689546585]
Command: lower spotify volume, Predicted: unknown, Pre-filtered: unknown, Score: 0.4384, Probabilities: [0.010561465285718441, 0.012433403171598911, 0.01890823431313038, 0.027433056384325027, 0.018232665956020355, 0.024789106100797653, 0.010002927854657173, 0.016182567924261093, 0.02285866066813469, 0.023684019222855568, 0.019588127732276917, 0.015772957354784012, 0.013360857963562012, 0.013891510665416718, 0.03750460594892502, 0.18214115500450134, 0.43838265538215637, 0.014427675865590572, 0.01066081877797842, 0.016084160655736923, 0.017352335155010223, 0.01843610405921936, 0.01731092669069767]
Command: raise spotify volume, Predicted: unknown, Pre-filtered: unknown, Score: 0.3916, Probabilities: [0.012473217211663723, 0.013207405805587769, 0.02033119648694992, 0.022428590804338455, 0.02160794846713543, 0.042362894862890244, 0.013525549322366714, 0.015687301754951477, 0.027951907366514206, 0.019925948232412338, 0.017199348658323288, 0.02017931453883648, 0.017069192603230476, 0.01102555450052023, 0.03199314698576927, 0.39159709215164185, 0.1904516965150833, 0.01595151238143444, 0.01098406221717596, 0.01720714196562767, 0.02560148574411869, 0.01975032314658165, 0.021488215774297714]
Command: play playlist, Predicted: play_playlist, Pre-filtered: play_playlist, Score: 0.4322, Probabilities: [0.03809479624032974, 0.055106502026319504, 0.012342146597802639, 0.010169245302677155, 0.012859019450843334, 0.014967594295740128, 0.01495358720421791, 0.012852687388658524, 0.020416492596268654, 0.013400543481111526, 0.0123629504814744, 0.4321870505809784, 0.029959464445710182, 0.15517264604568481, 0.009143967181444168, 0.012300786562263966, 0.012768810614943504, 0.019731638953089714, 0.008887344039976597, 0.013440592214465141, 0.057444531470537186, 0.014036004431545734, 0.017401572316884995]
Command: play playlist daily list, Predicted: play_playlist, Pre-filtered: play_playlist, Score: 0.3746, Probabilities: [0.034892309457063675, 0.04903959482908249, 0.01231609471142292, 0.011341473087668419, 0.012068231590092182, 0.016066821292042732, 0.015646709129214287, 0.014031587168574333, 0.024533644318580627, 0.013797763735055923, 0.013432878069579601, 0.37458375096321106, 0.03527422994375229, 0.20421825349330902, 0.010042316280305386, 0.012713241390883923, 0.013828800059854984, 0.021207015961408615, 0.00962563045322895, 0.017261547967791557, 0.04851270094513893, 0.017015676945447922, 0.018549757078289986]
Command: play are there other companies that are using android resume, Predicted: resume_playback, Pre-filtered: resume_playback, Score: 0.1769, Probabilities: [0.03440134972333908, 0.03698428347706795, 0.016920238733291626, 0.018579214811325073, 0.020504577085375786, 0.04007995128631592, 0.034616854041814804, 0.03451655060052872, 0.05204550176858902, 0.01708284765481949, 0.016385337337851524, 0.17688210308551788, 0.04312259703874588, 0.057243309915065765, 0.024374229833483696, 0.04740423336625099, 0.043557338416576385, 0.06663262099027634, 0.01682695373892784, 0.02663055807352066, 0.1092890277504921, 0.036662813276052475, 0.029257502406835556]
Command: get recommendations, Predicted: unknown, Pre-filtered: unknown, Score: 0.1549, Probabilities: [0.01308328378945589, 0.011819655075669289, 0.019459668546915054, 0.024207554757595062, 0.016712989658117294, 0.04504834860563278, 0.05920743569731712, 0.057431660592556, 0.061065636575222015, 0.016894780099391937, 0.015508094802498817, 0.061413202434778214, 0.15489330887794495, 0.0376613512635231, 0.024701204150915146, 0.03317281976342201, 0.03747989982366562, 0.08012501150369644, 0.01366832759231329, 0.03050336241722107, 0.05833880230784416, 0.07800114899873734, 0.04960239306092262]
Command: toggle audio ducting, Predicted: unknown, Pre-filtered: unknown, Score: 0.3073, Probabilities: [0.014442597515881062, 0.013619650155305862, 0.01965213753283024, 0.05214390903711319, 0.05929574370384216, 0.04099394381046295, 0.015065995045006275, 0.02787812054157257, 0.02254508063197136, 0.06221577525138855, 0.3072914183139801, 0.01711619272828102, 0.013928928412497044, 0.019199468195438385, 0.05824640393257141, 0.04364059120416641, 0.06478943675756454, 0.016828125342726707, 0.03448100388050079, 0.015075904317200184, 0.025030827149748802, 0.013703946024179459, 0.042814817279577255]
Command: chex system, Predicted: check_system, Pre-filtered: check_system, Score: 0.1761, Probabilities: [0.012220949865877628, 0.017078092321753502, 0.025703202933073044, 0.035758860409259796, 0.027447311207652092, 0.05908006802201271, 0.024429703131318092, 0.03035912662744522, 0.03617357090115547, 0.023043746128678322, 0.029609354212880135, 0.060643039643764496, 0.04610522836446762, 0.05517735332250595, 0.03409051150083542, 0.027705714106559753, 0.03261052444577217, 0.017996693029999733, 0.019294114783406258, 0.017424829304218292, 0.17612363398075104, 0.11330543458461761, 0.07861889153718948]
Command: chexsystem, Predicted: check_system, Pre-filtered: check_system, Score: 0.2555, Probabilities: [0.016699429601430893, 0.019688187167048454, 0.03355126455426216, 0.03006218560039997, 0.020114807412028313, 0.04730135202407837, 0.01822647824883461, 0.022099869325757027, 0.025577634572982788, 0.03554108738899231, 0.029804274439811707, 0.10558851808309555, 0.03758006542921066, 0.06399767845869064, 0.03098996914923191, 0.024884967133402824, 0.0323159322142601, 0.023619448766112328, 0.012649789452552795, 0.017549950629472733, 0.25553610920906067, 0.03895049914717674, 0.05767044425010681]
